"cui","term","target_similarity","article_count","mgb_freq","importance_score","phenotyping_features","expanded_features","symnonym_cui","symnonym_term","acronym_cui","acronym_term"
"C0580545","Blood glucose normal","0.2035","6","0.006","0.5637","false","true","","","",""
"C0220981","Metabolic acidosis","0.2627","10","0.066","0.5637","false","true","","","",""
"C3809991","IMMUNODEFICIENCY, COMMON VARIABLE, 10","0.2915","22","0.6528","0.5624","false","true","","","",""
"C1261430","Fasting blood sugar result","0.2108","15","0.0608","0.5603","false","true","","","",""
"C0011946","Dialysis procedure","0.2617","9","0.0886","0.5598","false","true","","","",""
"C4321499","Ischemia Procedure","0.4606","5","0.3106","0.559","false","true","","","",""
"C0813230","Serum triglycerides increased","0.422","3","0.0342","0.5587","false","true","","","",""
"C5444027","Ulceration Assessment","0.3762","7","0.2592","0.5584","false","true","","","",""
"C0428953","Electrocardiogram: myocardial infarction (finding)","0.2798","11","0.1326","0.5584","false","true","","","",""
"C0032002","Pituitary Diseases","0.2552","11","0.07","0.5578","false","true","","","",""
"C1533685","Injection procedure","0.2506","33","0.7374","0.5573","false","true","","","",""
"C1556682","Adverse Event Associated with Infection","0.3042","19","0.7638","0.5548","false","true","","","",""
"C0025517","Metabolic Diseases","0.2774","6","0.034","0.5544","false","true","","","",""
"C0015397","Disorder of eye","0.2717","5","0.0192","0.5536","false","true","","","",""
"C2239291","sugars (lab test)","0.4176","5","0.122","0.5533","false","true","","","",""
"C1559081","Adverse Event Associated with Death","0.2557","20","0.3276","0.5527","false","true","","","",""
"C3263723","Traumatic injury","0.3063","19","0.8196","0.549","false","true","C3714660","Trauma","",""
"C1513374","Moderate Adverse Event","0.207","28","0.1886","0.5482","false","true","","","",""
"C1522136","Hypernatremia result","0.2534","7","0.0282","0.5475","false","true","C0020488","Hypernatremia","",""
"C0017741","Glucose tolerance test","0.1809","12","0.024","0.5465","false","true","C0029161","Oral Glucose Tolerance Test","AB000gtt; AB00gtts","gtt; gtts"
"C1384674","Cesarean section (finding)","0.2241","8","0.0294","0.5458","false","true","","","",""
"C0745114","hypertension chronic","0.3258","4","0.035","0.5448","false","true","","","",""
"C3844700","Two or more","0.2715","5","0.0212","0.5411","false","true","","","",""
"C3491971","insulin degludec","0.2773","3","0.0054","0.5401","false","true","","","",""
"C4521302","Angiotensin-1, human","0.2668","4","0.0108","0.5394","false","true","","","AB000agt","agt"
"C0555980","Foot problem","0.2376","6","0.021","0.538","false","true","","","",""
"C0232471","Thirsty","0.2519","8","0.0526","0.5371","false","true","","","",""
"C0020443","Hypercholesterolemia","0.3851","7","0.3594","0.5363","false","true","C0008377; C0595929; C1522133","Cholesterol; Serum cholesterol raised; Hypercholesterolemia result","",""
"C0002962","Angina Pectoris","0.3174","8","0.1728","0.536","false","true","","","",""
"C0010674","Cystic Fibrosis","0.2203","10","0.0404","0.5359","false","true","","","AB0000cf","cf"
"C0014130","Endocrine System Diseases","0.3298","5","0.0556","0.5357","false","true","","","",""
"C0271051","Macular retinal edema","0.2496","4","0.0088","0.5341","false","true","","","",""
"C0017086","Gangrene","0.3026","4","0.027","0.5327","false","true","","","",""
"C0020598","Hypocalcemia","0.2814","6","0.0488","0.5325","false","true","C4554624; C4686282","Hypocalcemia, CTCAE; Grade 3 Hypocalcemia, CTCAE","",""
"C0033095","Pressure- physical agent","0.2738","14","0.2476","0.5319","false","true","","","AB00pres","pres"
"C0086543","Cataract","0.307","8","0.1958","0.5315","false","true","C1557309; C4555209; C1510497; C0009691","Grade 3 Cataract, CTCAE; Cataract, CTCAE 5.0; Lens Opacities; Congenital cataract","",""
"C0184511","Improved","0.1929","47","0.3516","0.5304","false","true","","","",""
"C1291658","Urinary system finding","0.3419","3","0.0148","0.5298","false","true","","","",""
"C0262477","Eye problem","0.2444","6","0.0324","0.5288","false","true","","","",""
"C4285457","Fibrosis Assessment","0.3868","6","0.2114","0.5274","false","true","","","",""
"C1522133","Hypercholesterolemia result","0.3722","7","0.3278","0.5264","false","true","C4553187; C0020443","Cholesterol High, CTCAE; Hypercholesterolemia","",""
"C1272755","Lowered (qualifier value)","0.3503","6","0.1434","0.5251","false","true","","","",""
"C1505133","SLC5A2 protein, human","0.1654","8","0.0054","0.525","false","true","","","",""
"C1291764","Immune System Finding","0.2635","8","0.09","0.5239","false","true","","","",""
"C4721453","Peripheral Nervous System Diseases","0.2522","11","0.1156","0.5238","false","true","C0027813; C0152025; C0031117","Neuritis; Polyneuropathy; Peripheral Neuropathy","",""
"C0543467","Operative Surgical Procedures","0.2539","28","0.8998","0.521","false","true","C0038894","Surgery specialty","AB00surg","surg"
"C0033684","Proteins","0.2214","38","0.6114","0.5199","false","true","","","",""
"C0013604","Edema","0.3716","9","0.728","0.519","false","true","C0268000; C1265805","Body fluid retention; secondary edema","",""
"C0332293","Treated with","0.2548","25","0.7086","0.5189","false","true","","","AB0000tw","tw"
"C0009450","Communicable Diseases","0.2854","19","0.7854","0.5185","false","true","C0041849; C3714514","Infectious and parasitic diseases, unspecified; Infection","AB0000id","id"
"C3540840","Sign or Symptom","0.4066","5","0.2342","0.5181","false","true","","","AB00desc","desc"
"C0349410","Single organ dysfunction","0.2681","3","0.0062","0.5178","false","true","","","",""
"C3495449","Mobility aid","0.1733","10","0.014","0.5161","false","true","C0336608","Ambulation device","",""
"C3885068","semaglutide","0.2894","3","0.0094","0.5146","false","true","","","",""
"C0000768","Congenital Abnormality","0.2258","36","0.7276","0.5131","false","true","C0266647; C0151491; C0000772","Congenital anomalies of fetus; Congenital musculoskeletal anomalies; Multiple congenital anomalies","",""
"C3665346","Unspecified visual loss","0.3678","4","0.1158","0.511","false","true","","","",""
"C3495458","antibodies (medication)","0.2382","20","0.2936","0.5105","false","true","","","",""
"C1261381","Destructive procedure (surgical)","0.1881","25","0.1296","0.5102","false","true","","","",""
"C0023185","Learning","0.2013","26","0.1808","0.5092","false","true","","","",""
"C0001403","Addison Disease","0.1745","7","0.0074","0.5092","false","true","C2103602; C3887896; C0001623; C0405580","Autoimmune Primary Adrenal Insufficiency; Primary Adrenal Insufficiency; Adrenal gland hypofunction; Adrenal cortical hypofunction","",""
"C0337443","Sodium measurement","0.1753","14","0.0264","0.5085","false","true","","","",""
"C2700619","Test Strip (device)","0.3083","4","0.0442","0.5031","false","true","","","",""
"C0004364","Autoimmune Diseases","0.2335","13","0.1122","0.5028","false","true","C0004368; C4553718","Autoimmune state; Autoimmune Disorder, CTCAE","",""
"C0580546","Blood glucose abnormal","0.1864","6","0.0066","0.5021","false","true","C0522083","Abnormal glucose level","",""
"C1964257","Observation - diagnostic procedure","0.2126","11","0.0526","0.5013","false","true","","","",""
"C0020557","Hypertriglyceridemia","0.3178","5","0.0774","0.5011","false","true","C1522137; C4553589","Hypertriglyceridemia result; Hypertriglyceridemia, CTCAE","",""
"C0860800","Glucose normal","0.2079","9","0.0344","0.5009","false","true","","","",""
"C0018801","Heart failure","0.2695","12","0.2502","0.5007","false","true","C0018802; C0023212; C0235527; C4554158","Congestive heart failure; Left-Sided Heart Failure; Heart Failure, Right-Sided; Heart Failure, CTCAE","",""
"C0271710","Reactive hypoglycemia","0.2862","3","0.0056","0.4989","false","true","","","",""
"C0009676","Confusion","0.2592","14","0.2392","0.4983","false","true","C0683369; C4555211","Clouded consciousness; Confusion, CTCAE 5.0","AB00daze","daze"
"C0852036","Pregnancy associated hypertension","0.207","5","0.0084","0.498","false","true","C0341934; C0565599","Transient hypertension of pregnancy; Maternal hypertension","",""
"C0015672","Fatigue","0.2431","24","0.773","0.4968","false","true","C1556362; C1556363; C1556364; C4554645","Grade 1 Fatigue, CTCAE; Grade 2 Fatigue, CTCAE; Grade 3 Fatigue, CTCAE; Fatigue, CTCAE 5.0","AB00tatt","tatt"
"C0013227","Pharmaceutical Preparations","0.1899","71","0.9686","0.4959","false","true","C0304463; C0304599","Alkalinizing agent (substance); Pediculicide","",""
"C0596014","Does plan meals (finding)","0.1988","14","0.0704","0.4952","false","true","","","",""
"C0860801","Glucose low","0.2412","4","0.01","0.4949","false","true","","","",""
"C0231224","Crisis","0.1805","7","0.0096","0.4943","false","true","","","",""
"C0035331","Retinaldehyde","0.2053","10","0.045","0.4939","false","true","","","",""
"C3810814","Myocardial Infarction ECG Assessment","0.2472","11","0.1326","0.4934","false","true","","","AB0000mi","mi"
"C0587356","Serum sodium level","0.2561","6","0.0306","0.4934","false","true","","","",""
"C1363945","Therapy Object (animal model)","0.2217","36","0.8186","0.4934","false","true","","","",""
"C0037088","Signs and Symptoms","0.213","28","0.4144","0.4926","false","true","","","",""
"C0184661","Interventional procedure","0.2444","25","0.8462","0.4922","false","true","","","",""
"C1852092","DIABETES MELLITUS, INSULIN-DEPENDENT, 2","0.3874","2","0.0088","0.4919","false","true","","","AB00t1d2","t1d2"
"C2034479","intravenous infusion of intravenous dextrose","0.2375","10","0.0856","0.491","false","true","","","",""
"C0430054","Toxicology screen, general (procedure)","0.2112","13","0.0888","0.4897","false","true","C1278213","Toxicology screening test","",""
"C1522137","Hypertriglyceridemia result","0.2934","5","0.0584","0.4895","false","true","C0020557","Hypertriglyceridemia","",""
"C0027497","Nausea","0.3019","14","0.7734","0.4883","false","true","C1556472; C1556473; C4553767","Grade 1 Nausea, CTCAE; Grade 2 Nausea, CTCAE; Nausea, CTCAE 5.0","",""
"C1705480","Vasopressin (USP)","0.1761","13","0.0304","0.4871","false","true","C0001942","Alcohol dehydrogenase","AB000adh","adh"
"C2945761","Alarm (not alarm reaction)","0.3262","4","0.0526","0.487","false","true","","","",""
"C3841860","IV dextrose","0.3547","2","0.0058","0.4864","false","true","","","",""
"C0235395","Fluid loss","0.3162","3","0.0188","0.4855","false","true","","","",""
"C0020649","Hypotension","0.3114","9","0.329","0.4854","false","true","C1556278; C3163620","Grade 2 Hypotension, CTCAE; Hypotension, CTCAE","AB000lbp","lbp"
"C0010481","Cushing Syndrome","0.22","6","0.0224","0.4852","false","true","C0001622; C4025651","Adrenal Gland Hyperfunction; Increased circulating cortisol level","",""
"C0344315","Depressed mood","0.2747","15","0.5998","0.4847","false","true","C0011570; C1579931","Mental Depression; Depressed - symptom","AB000sad","sad"
"C3843761","At higher risk","0.225","8","0.0492","0.4839","false","true","","","",""
"C5545294","Chronic Condition","0.491","2","0.0498","0.4832","false","true","","","",""
"C3273807","Sodium-Glucose Transporter 2 Inhibitors","0.1996","6","0.011","0.481","false","true","","","",""
"C0030305","Pancreatitis","0.2718","8","0.1266","0.4806","false","true","C4554179","Pancreatitis, CTCAE 5.0","",""
"C0043094","Weight Gain","0.2372","20","0.4814","0.4804","false","true","C2911647","Weight Gain, CTCAE","",""
"C4319571","High risk","0.2736","15","0.6426","0.4794","false","true","","","",""
"C3539946","Amino Acids, I.V. solution additive","0.2321","5","0.0158","0.4792","false","true","","","",""
"C0428529","Fructosamine level","0.2324","3","0.0054","0.4777","false","true","C0202025","Fructosamine measurement","",""
"C0020433","Hyperbilirubinemia","0.2206","6","0.026","0.4771","false","true","C0311468","Increased bilirubin level (finding)","",""
"C1704241","complex (molecular entity)","0.1718","24","0.109","0.4768","false","true","","","",""
"C0011900","Diagnosis","0.1824","69","0.9674","0.4765","false","true","","","AB0000dx","dx"
"C0001206","Acromegaly","0.2052","4","0.0056","0.4746","false","true","C0235986","Growth hormone excess","",""
"C2368371","carbohydrate intake (history)","0.1989","8","0.0276","0.4746","false","true","","","",""
"C0443146","Autoimmune reaction","0.1798","21","0.1154","0.4739","false","true","","","",""
"C0041004","Triglycerides","0.2718","14","0.5396","0.4738","false","true","","","",""
"C3872897","Cares for self","0.2317","15","0.2386","0.4734","false","true","","","",""
"C0011991","Diarrhea","0.2876","13","0.7252","0.473","false","true","C0013369; C1559308; C1559309; C1559310; C1559311; C1963091","Dysentery; Grade 1 Diarrhea, CTCAE; Grade 2 Diarrhea, CTCAE; Grade 3 Diarrhea, CTCAE; Grade 4 Diarrhea, CTCAE; Diarrhea, CTCAE","",""
"C0040808","Treatment Protocols","0.2449","21","0.664","0.4722","false","true","","","",""
"C1550450","Living Arrangement - Transient","0.2445","15","0.3516","0.4715","false","true","","","",""
"C0087111","Therapeutic procedure","0.1765","76","0.9216","0.4714","false","true","","","AB0000tx","tx"
"C0012798","Diuretics","0.2615","10","0.1764","0.4713","false","true","","","",""
"C1847835","VITILIGO-ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 1 (finding)","0.323","3","0.0196","0.4673","false","true","","","AB00vtlg","vtlg"
"C1558950","Adverse Event Associated with Vascular","0.2687","14","0.6128","0.4668","false","true","","","",""
"C0004448","Awareness","0.2281","8","0.0466","0.4663","false","true","","","",""
"C0042963","Vomiting","0.259","18","0.7588","0.4662","false","true","C0027498; C1559519; C1559521; C1963281","Nausea and vomiting; Grade 1 Vomiting, CTCAE; Grade 3 Vomiting, CTCAE; Vomiting, CTCAE","",""
"C0026946","Mycoses","0.2068","10","0.0746","0.4638","false","true","","","",""
"C0876889","Pediatric brand name","0.1963","19","0.1626","0.463","false","true","","","",""
"C0001975","Alcohols","0.2874","14","0.7892","0.4621","false","true","","","",""
"C0032461","Polycythemia","0.1933","5","0.0082","0.4619","false","true","C1527405; C1868945","Erythrocytosis; Polyglobulia","",""
"C3536861","Thiazide Diuretic [EPC]","0.2077","5","0.008","0.4612","false","true","C0012802","Thiazide Diuretics","",""
"C2926602","Discharge, body substance","0.3962","6","0.853","0.4608","false","true","","","",""
"C0442797","Decreasing","0.2005","40","0.798","0.4604","false","true","","","",""
"C0242350","Erectile dysfunction","0.3319","5","0.1346","0.4597","false","true","C0156309; C1961100; C2187990","Impotence of organic origin; Erectile Dysfunction, CTCAE; Unable to perform sex","AB0000ed","ed"
"C0013418","Dystocia","0.2414","4","0.0148","0.458","false","true","","","",""
"C5399719","Diuretic [APC]","0.3108","6","0.1356","0.4578","false","true","","","",""
"C0239998","Recurrent infections","0.2535","5","0.0594","0.4576","false","true","C0521978","Susceptibility to infections","",""
"C0152020","Gastroparesis","0.2238","7","0.0402","0.4574","false","true","C4552807","Gastroparesis, CTCAE","",""
"C0042023","Increased frequency of micturition","0.2302","14","0.3182","0.457","false","true","C2584336; C4553923","Frequency of urination (function); Urinary Frequency, CTCAE","",""
"C0299583","leptin","0.1992","4","0.0066","0.455","false","true","","","",""
"C3179549","dulaglutide","0.3525","2","0.0128","0.4545","false","true","","","",""
"C0020261","Hydrochlorothiazide","0.3626","5","0.174","0.4539","false","true","C0700698","HydroDIURIL","AB00hctz","hctz"
